data_vencimento,preço,data_preco
2014-07-01,0.10779999999999999,dez_anos_atras
2014-10-01,0.1094,dez_anos_atras
2015-01-01,0.1105,dez_anos_atras
2015-04-01,0.1125,dez_anos_atras
2015-07-01,0.11449999999999999,dez_anos_atras
2015-10-01,0.11630000000000001,dez_anos_atras
2016-01-01,0.1173,dez_anos_atras
2016-04-01,0.11939999999999999,dez_anos_atras
2016-07-01,0.1204,dez_anos_atras
2016-10-01,0.12140000000000001,dez_anos_atras
2017-01-01,0.1219,dez_anos_atras
2017-04-01,0.1232,dez_anos_atras
2017-07-01,0.1233,dez_anos_atras
2017-10-01,0.1244,dez_anos_atras
2018-01-01,0.1247,dez_anos_atras
2018-04-01,0.1255,dez_anos_atras
2018-07-01,0.1258,dez_anos_atras
2018-10-01,0.12619999999999998,dez_anos_atras
2019-01-01,0.126,dez_anos_atras
2019-10-01,0.1273,dez_anos_atras
2020-01-01,0.1267,dez_anos_atras
2021-01-01,0.1273,dez_anos_atras
2022-01-01,0.1282,dez_anos_atras
2023-01-01,0.12869999999999998,dez_anos_atras
2025-01-01,0.13119999999999998,dez_anos_atras
